0,01
0,01
0,01
0,01
0,1334
0,1424
0,1514
0,1567
0,162
0,1681
0,1742
0,1826
0,191
0,20295
0,2149
0,23685
0,2588
0,28985
0,3209
0,3562
0,3915
0,41675
0,442
0,44895
0,4559
0,4447
0,4335
0,4115
0,3895
0,36295
0,3364
0,30785
0,2793
0,25085
0,2224
0,19775
0,1731
0,1562
0,1393
0,12845
0,1176
0,1089
0,1002
0,09325
0,0863
0,0816
0,0769
0,07485
0,0728
0,07205
0,0713
0,07105
0,0708
0,071
0,0712
0,0721
0,073
0,0747
0,0764
0,07845
0,0805
0,0826
0,0847
0,0865
0,0883
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
