0,01
0,01
0,01
0,01
0,2772
0,32755
0,3779
0,4005
0,4231
0,43495
0,4468
0,46585
0,4849
0,5103
0,5357
0,5569
0,5781
0,58875
0,5994
0,5998
0,6002
0,5888
0,5774
0,554
0,5306
0,5005
0,4704
0,4366
0,4028
0,36945
0,3361
0,3059
0,2757
0,24855
0,2214
0,19915
0,1769
0,163
0,1491
0,14285
0,1366
0,1339
0,1312
0,12885
0,1265
0,12455
0,1226
0,12255
0,1225
0,1246
0,1267
0,1304
0,1341
0,1383
0,1425
0,1455
0,1485
0,14875
0,149
0,1458
0,1426
0,13945
0,1363
0,136
0,1357
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
