0,01
0,01
0,01
0,01
0,2155
0,2347
0,2539
0,25785
0,2618
0,2655
0,2692
0,2758
0,2824
0,29125
0,3001
0,3135
0,3269
0,3439
0,3609
0,38635
0,4118
0,4446
0,4774
0,5301
0,5828
0,6458
0,7088
0,7608
0,8128
0,8384
0,864
0,8723
0,8806
0,88285
0,8851
0,88445
0,8838
0,8818
0,8798
0,87705
0,8743
0,8692
0,8641
0,85595
0,8478
0,83845
0,8291
0,82165
0,8142
0,80985
0,8055
0,80275
0,8
0,7971
0,7942
0,79235
0,7905
0,7918
0,7931
0,79735
0,8016
0,8075
0,8134
0,81995
0,8265
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
