0,01
0,01
0,01
0,01
0,3598
0,45175
0,5437
0,5814
0,6191
0,61745
0,6158
0,60885
0,6019
0,59285
0,5838
0,57345
0,5631
0,5527
0,5423
0,5278
0,5133
0,4976
0,4819
0,46725
0,4526
0,43815
0,4237
0,40375
0,3838
0,3641
0,3444
0,3376
0,3308
0,3332
0,3356
0,3341
0,3326
0,3347
0,3368
0,3588
0,3808
0,41695
0,4531
0,4819
0,5107
0,52405
0,5374
0,5417
0,546
0,55075
0,5555
0,5661
0,5767
0,5903
0,6039
0,61475
0,6256
0,62845
0,6313
0,62665
0,622
0,6165
0,611
0,61065
0,6103
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
0,01
